Proxy,Timestamp,Score,Success
165.225.72.38:10801,1755152243,0.00,1
165.225.72.38:10801,1755152243,0.01,1
165.225.72.38:10801,1755152243,0.00,1
165.225.72.38:10801,1755152243,0.00,1
165.225.72.38:10801,1755152243,0.01,1
165.225.72.38:10801,1755152243,0.01,1
165.225.72.38:10801,1755152243,0.01,1
165.225.72.38:10801,1755152243,0.00,1
41.254.63.18:8080,1755152243,0.00,1
118.113.244.9:1080,1755152243,0.00,0
47.252.1.180:7302,1755152243,0.00,1
47.253.214.60:1604,1755152243,0.00,1
47.253.214.60:1604,1755152243,0.00,1
103.13.215.31:8083,1755152243,0.00,0
192.241.147.174:80,1755152243,0.34,1
103.79.131.70:13001,1755152243,0.00,0
47.252.27.174:8058,1755152243,0.00,1
47.88.29.108:4006,1755152243,0.00,1
47.254.158.115:8081,1755152243,0.00,1
47.254.158.115:8081,1755152243,0.00,1
47.254.153.78:8024,1755152243,0.00,1
47.254.153.78:8024,1755152243,0.00,1
47.91.95.174:9002,1755152243,0.00,1
78.188.152.209:1454,1755152243,0.02,1
78.188.152.209:1454,1755152243,0.08,1
124.71.157.181:8089,1755152243,0.00,1
121.37.207.154:6789,1755152243,0.00,1
49.0.246.130:443,1755152243,0.00,1
47.243.50.83:8082,1755152243,0.00,1
116.63.130.30:30001,1755152243,0.00,1
159.138.255.141:8080,1755152243,0.00,1
8.219.167.110:8082,1755152243,0.00,1
124.70.221.252:8499,1755152243,0.00,1
110.238.116.82:8015,1755152243,0.00,1
104.131.103.230:80,1755152243,0.29,1
104.131.103.230:80,1755152243,3.75,1
117.54.114.96:80,1755152243,0.00,0
154.16.146.47:80,1755152243,0.45,1
13.212.216.15:36749,1755152243,0.00,0
18.188.141.177:13,1755152243,0.00,0
180.103.19.191:1080,1755152243,0.00,0
111.3.102.207:30001,1755152243,0.00,0
111.3.102.207:30001,1755152243,0.00,0
94.130.222.73:1080,1755152243,0.33,1
31.14.114.76:1081,1755152243,0.00,0
116.98.187.72:1019,1755152243,0.00,0
103.70.93.77:8097,1755152243,0.00,1
103.70.93.77:8097,1755152243,0.00,1
103.70.93.77:8097,1755152243,0.00,1
103.70.93.77:8097,1755152243,0.00,1
103.70.93.77:8097,1755152243,0.00,1
103.70.93.77:8097,1755152243,0.00,1
103.70.93.77:8097,1755152243,0.00,1
103.70.93.77:8097,1755152243,0.00,1
67.43.228.250:14971,1755152243,0.00,0
47.252.20.42:4145,1755152243,0.00,1
171.228.88.93:1006,1755152243,0.00,0
59.37.18.243:3128,1755152243,0.00,0
8.219.43.134:8181,1755152243,0.00,1
151.236.23.137:80,1755152243,0.12,1
39.102.213.187:12000,1755152243,0.00,0
47.237.2.245:3128,1755152243,0.00,0
38.54.9.151:999,1755152243,0.00,0
39.104.57.33:3128,1755152243,0.00,0
8.219.229.53:6379,1755152243,0.00,0
8.219.229.53:6379,1755152243,0.00,1
47.76.144.139:1080,1755152243,0.00,0
39.102.214.152:10002,1755152243,0.00,0
8.219.229.53:8200,1755152243,0.00,0
8.137.38.48:7890,1755152243,0.00,0
8.137.38.48:7890,1755152243,0.00,0
117.54.114.35:80,1755152243,0.00,0
8.220.141.8:80,1755152243,0.00,0
8.211.51.115:1900,1755152243,0.00,0
8.130.36.163:8081,1755152243,0.00,0
8.130.36.163:8081,1755152243,0.00,0
47.250.159.65:4145,1755152243,0.00,0
47.109.110.100:8080,1755152243,0.00,0
170.239.205.185:999,1755152243,0.00,0
47.116.210.163:80,1755152243,0.00,0
8.213.222.247:30000,1755152243,0.00,0
47.238.60.156:2526,1755152243,0.00,0
47.119.22.156:3128,1755152243,0.00,0
47.119.22.156:3128,1755152243,0.00,0
39.102.211.64:5060,1755152243,0.00,0
103.148.49.197:8080,1755152243,0.00,0
8.211.195.139:100,1755152243,0.00,0
47.109.110.100:80,1755152243,0.00,0
47.109.110.100:80,1755152243,0.00,0
47.109.110.100:80,1755152243,0.00,0
47.109.110.100:80,1755152243,0.00,0
47.109.110.100:80,1755152243,0.00,0
47.109.110.100:80,1755152243,0.00,0
47.109.110.100:80,1755152243,0.00,0
47.92.194.235:8081,1755152243,0.00,0
47.92.194.235:8081,1755152243,0.00,0
121.43.154.123:8443,1755152243,0.00,0
8.212.165.164:51,1755152243,0.00,0
8.211.42.167:9098,1755152243,0.00,0
39.102.210.176:3128,1755152243,0.00,0
39.102.210.176:3128,1755152243,0.00,0
39.102.210.176:3128,1755152243,0.00,0
47.122.31.59:8080,1755152243,0.00,0
47.250.177.202:4022,1755152243,0.00,0
47.250.177.202:4022,1755152243,0.00,1
47.250.177.202:4022,1755152243,0.00,1
8.213.156.191:194,1755152243,0.00,0
8.213.156.191:194,1755152243,0.00,1
8.221.141.88:5631,1755152243,0.00,0
106.14.104.220:80,1755152243,0.00,0
8.213.197.208:9098,1755152243,0.00,0
8.221.141.88:144,1755152243,0.00,0
8.212.165.164:5094,1755152243,0.00,0
8.138.149.37:80,1755152243,0.00,0
121.43.109.88:80,1755152243,0.00,0
121.43.109.88:80,1755152243,0.00,0
47.116.126.57:8008,1755152243,0.00,0
47.116.181.146:10000,1755152243,0.00,0
8.213.128.90:8999,1755152243,0.00,0
47.122.31.238:8080,1755152243,0.00,0
47.122.5.165:8443,1755152243,0.00,0
47.119.164.33:8090,1755152243,0.00,0
8.221.141.88:8820,1755152243,0.00,0
47.250.155.254:5060,1755152243,0.00,0
39.102.211.162:8008,1755152243,0.00,0
39.102.211.162:8008,1755152243,0.00,0
47.251.73.54:9080,1755152243,0.00,0
39.102.208.236:10000,1755152243,0.00,0
39.102.208.236:10000,1755152243,0.00,0
8.215.12.103:9080,1755152243,0.00,0
149.129.226.9:9080,1755152243,0.00,0
47.91.110.148:1081,1755152243,0.00,0
47.91.110.148:1081,1755152243,0.00,0
47.116.181.146:12000,1755152243,0.00,0
120.26.104.146:9080,1755152243,0.00,0
8.211.195.173:4145,1755152243,0.00,0
8.211.195.173:4145,1755152243,0.00,1
47.89.159.212:3129,1755152243,0.00,0
8.210.17.35:4002,1755152243,0.00,0
8.210.17.35:4002,1755152243,0.00,1
39.102.210.222:8008,1755152243,0.00,0
101.200.158.109:8080,1755152243,0.00,0
8.221.139.222:9080,1755152243,0.00,0
8.213.129.15:8090,1755152243,0.00,0
106.14.91.83:9080,1755152243,0.00,0
106.14.91.83:9080,1755152243,0.00,0
47.119.22.156:80,1755152243,0.00,0
47.119.22.156:80,1755152243,0.00,0
47.119.22.92:8080,1755152243,0.00,0
39.104.59.56:9080,1755152243,0.00,0
47.116.126.57:9098,1755152243,0.00,0
47.116.126.57:9098,1755152243,0.00,0
47.116.126.57:9098,1755152243,0.00,0
47.116.126.57:9098,1755152243,0.00,0
47.116.126.57:9098,1755152243,0.00,0
8.220.136.174:20000,1755152243,0.00,0
47.122.61.139:1081,1755152243,0.00,0
47.122.61.139:1081,1755152243,0.00,0
39.102.208.149:80,1755152243,0.00,0
39.102.208.149:80,1755152243,0.00,0
47.122.31.238:8081,1755152243,0.00,0
47.76.144.139:6379,1755152243,0.00,0
8.215.12.103:8010,1755152243,0.00,0
8.213.129.15:5001,1755152243,0.00,0
8.213.129.15:5001,1755152243,0.00,1
47.122.56.158:6379,1755152243,0.00,0
8.211.195.139:9080,1755152243,0.00,0
39.104.23.154:80,1755152243,0.00,0
8.213.129.15:9091,1755152243,0.00,0
8.220.205.172:9000,1755152243,0.00,0
8.220.205.172:9000,1755152243,0.00,1
47.105.122.72:9080,1755152243,0.00,0
39.102.209.128:80,1755152243,0.00,0
39.104.16.201:9098,1755152243,0.00,0
47.91.109.17:91,1755152243,0.00,0
47.91.109.17:91,1755152243,0.00,1
154.205.147.234:15,1755152243,0.00,0
39.102.213.213:57114,1755152243,0.00,0
39.102.213.213:57114,1755152243,0.00,0
8.138.149.37:9098,1755152243,0.00,0
8.213.137.155:135,1755152243,0.00,0
47.91.29.151:33427,1755152243,0.00,0
47.250.11.111:102,1755152243,0.00,0
47.250.11.111:102,1755152243,0.00,1
47.237.92.86:80,1755152243,0.00,0
47.237.92.86:80,1755152243,0.00,1
39.102.214.208:8081,1755152243,0.00,0
47.237.113.119:1081,1755152243,0.00,0
47.92.194.235:9098,1755152243,0.00,0
47.99.112.148:4006,1755152243,0.00,0
47.252.11.233:3129,1755152243,0.00,0
47.252.11.233:3129,1755152243,0.00,0
47.252.11.233:3129,1755152243,0.00,1
39.102.208.189:8080,1755152243,0.00,0
39.102.208.189:8080,1755152243,0.00,0
39.102.208.189:8080,1755152243,0.00,0
39.102.208.189:8080,1755152243,0.00,0
39.102.208.189:8080,1755152243,0.00,0
47.76.144.139:1081,1755152243,0.00,0
8.212.151.166:1234,1755152243,0.00,0
8.212.151.166:1234,1755152243,0.00,1
47.122.31.59:8081,1755152243,0.00,0
47.122.31.59:8081,1755152243,0.00,0
47.122.65.254:3128,1755152243,0.00,0
47.122.65.254:3128,1755152243,0.00,0
8.220.136.174:9002,1755152243,0.00,0
47.104.27.165:3128,1755152243,0.00,0
47.104.27.165:3128,1755152243,0.00,0
47.104.27.165:3128,1755152243,0.00,0
47.104.27.165:3128,1755152243,0.00,0
47.104.27.249:8008,1755152243,0.00,0
47.104.27.249:8008,1755152243,0.00,0
8.211.51.115:3129,1755152243,0.00,0
8.211.195.173:8443,1755152243,0.00,0
8.211.195.173:8443,1755152243,0.00,1
47.238.134.126:8443,1755152243,0.00,0
47.238.134.126:8443,1755152243,0.00,1
8.221.138.111:6379,1755152243,0.00,0
47.121.133.212:8081,1755152243,0.00,0
47.109.83.196:8888,1755152243,0.00,0
149.129.255.179:8081,1755152243,0.00,0
149.129.255.179:8081,1755152243,0.00,1
47.122.31.59:3128,1755152243,0.00,0
47.252.18.37:10002,1755152243,0.00,0
47.252.18.37:10002,1755152243,0.00,1
101.255.169.57:8080,1755152243,0.00,0
8.211.200.183:80,1755152243,0.00,0
8.212.151.166:8081,1755152243,0.00,0
8.213.222.247:77,1755152243,0.00,0
39.104.59.56:8089,1755152243,0.00,0
47.122.61.139:9098,1755152243,0.00,0
8.219.229.53:176,1755152243,0.00,0
8.219.229.53:176,1755152243,0.00,1
47.91.115.179:3128,1755152243,0.00,0
47.119.20.8:8080,1755152243,0.00,0
39.104.23.154:9080,1755152243,0.00,0
8.211.194.78:5671,1755152243,0.00,0
39.102.209.128:9080,1755152243,0.00,0
8.209.96.245:3128,1755152243,0.00,0
47.122.64.36:8888,1755152243,0.00,0
8.211.200.183:84,1755152243,0.00,0
101.44.68.186:3128,1755152243,0.00,0
39.104.27.89:8081,1755152243,0.00,0
47.91.110.148:1080,1755152243,0.00,0
8.213.134.213:3333,1755152243,0.00,0
191.101.190.207:8080,1755152243,0.00,0
47.252.18.37:8834,1755152243,0.00,0
8.215.15.163:8008,1755152243,0.00,0
38.54.9.151:20000,1755152243,0.00,0
39.102.213.50:9080,1755152243,0.00,0
8.215.3.250:19,1755152243,0.00,0
8.215.3.250:19,1755152243,0.00,1
47.122.65.32:8443,1755152243,0.00,0
47.122.65.32:8443,1755152243,0.00,0
47.122.65.32:8443,1755152243,0.00,0
47.122.65.32:8443,1755152243,0.00,0
47.122.65.32:8443,1755152243,0.00,0
47.122.65.32:8443,1755152243,0.00,0
47.122.65.32:8443,1755152243,0.00,0
115.74.0.19:10001,1755152243,0.00,0
47.122.65.32:8008,1755152243,0.00,0
103.174.236.88:8080,1755152243,0.00,0
47.122.65.254:80,1755152243,0.00,0
8.212.168.170:102,1755152243,0.00,0
8.212.168.170:102,1755152243,0.00,1
39.102.209.163:8000,1755152243,0.00,0
47.254.36.213:8081,1755152243,0.00,0
47.254.36.213:8081,1755152243,0.00,0
47.254.36.213:8081,1755152243,0.00,1
8.211.51.115:8080,1755152243,0.00,0
8.211.51.115:8080,1755152243,0.00,0
8.211.51.115:8080,1755152243,0.00,1
8.211.51.115:8080,1755152243,0.00,1
8.211.51.115:8080,1755152243,0.00,0
47.92.143.92:9098,1755152243,0.00,0
47.121.133.212:3128,1755152243,0.00,0
47.250.177.202:1720,1755152243,0.00,0
8.220.205.172:12000,1755152243,0.00,0
47.238.130.212:8888,1755152243,0.00,0
47.120.0.231:1081,1755152243,0.00,0
47.119.22.156:8081,1755152243,0.00,0
47.238.134.126:8083,1755152243,0.00,0
120.26.104.146:8081,1755152243,0.00,0
120.26.104.146:8081,1755152243,0.00,0
120.26.104.146:8081,1755152243,0.00,0
179.1.201.140:9992,1755152243,0.00,0
149.129.226.9:20,1755152243,0.00,0
149.129.226.9:20,1755152243,0.00,1
47.91.89.3:80,1755152243,0.00,0
39.102.214.208:8443,1755152243,0.00,0
8.209.96.245:9098,1755152243,0.00,0
8.137.38.48:8081,1755152243,0.00,0
47.104.27.249:8081,1755152243,0.00,0
39.104.69.76:8080,1755152243,0.00,0
47.90.167.27:8060,1755152243,0.00,0
170.64.149.240:3128,1755152243,0.00,0
47.122.62.83:1081,1755152243,0.00,0
39.101.65.228:999,1755152243,0.00,0
39.102.213.187:41890,1755152243,0.00,0
39.102.213.187:41890,1755152243,0.00,0
121.43.109.88:1111,1755152243,0.00,0
47.104.198.111:9080,1755152243,0.00,0
8.138.149.37:8080,1755152243,0.00,0
47.91.115.179:1000,1755152243,0.00,0
39.101.65.228:808,1755152243,0.00,0
39.101.65.228:808,1755152243,0.00,0
103.154.77.35:7070,1755152243,0.00,0
103.154.77.35:7070,1755152243,0.77,1
103.154.77.35:7070,1755152243,0.00,0
103.154.77.35:7070,1755152243,0.71,1
103.154.77.35:7070,1755152243,0.00,0
103.154.77.35:7070,1755152243,0.46,1
47.251.74.38:1000,1755152243,0.00,0
47.121.183.107:9098,1755152243,0.00,0
8.130.36.163:8008,1755152243,0.00,0
8.130.36.163:8008,1755152243,0.00,0
47.91.109.17:10,1755152243,0.00,0
106.14.104.220:5060,1755152243,0.00,0
47.250.155.254:8888,1755152243,0.00,0
8.213.134.213:4145,1755152243,0.00,0
8.213.134.213:4145,1755152243,0.00,0
47.116.210.163:8080,1755152243,0.00,0
121.43.154.123:8080,1755152243,0.00,0
47.91.110.148:4433,1755152243,0.00,0
47.91.110.148:4433,1755152243,0.00,1
101.200.158.109:8008,1755152243,0.00,0
103.153.246.54:8181,1755152243,0.00,0
39.100.88.89:9080,1755152243,0.00,0
39.100.88.89:9080,1755152243,0.00,0
39.100.88.89:9080,1755152243,0.00,0
39.100.88.89:9080,1755152243,0.00,0
8.211.42.167:25565,1755152243,0.00,0
120.25.189.254:3129,1755152243,0.00,0
120.25.189.254:3129,1755152243,0.00,0
8.220.204.215:808,1755152243,0.00,0
8.212.168.170:4431,1755152243,0.00,0
8.212.168.170:4431,1755152243,0.00,1
45.238.220.1:8181,1755152243,0.00,0
47.108.159.113:8081,1755152243,0.00,0
47.250.155.254:10002,1755152243,0.00,0
8.215.15.163:8088,1755152243,0.00,0
39.102.213.3:8081,1755152243,0.00,0
39.102.213.3:8081,1755152243,0.00,0
8.221.139.222:8108,1755152243,0.00,0
47.91.109.17:45,1755152243,0.00,0
47.91.109.17:45,1755152243,0.00,1
103.122.64.201:8080,1755152243,0.00,0
39.102.208.236:9098,1755152243,0.00,0
47.237.113.119:8081,1755152243,0.00,0
47.237.113.119:8081,1755152243,0.00,1
47.237.113.119:8081,1755152243,0.00,0
8.220.204.92:12000,1755152243,0.00,0
38.224.97.12:999,1755152243,0.00,0
47.122.65.32:8081,1755152243,0.00,0
47.122.65.32:8081,1755152243,0.00,0
47.122.65.32:8081,1755152243,0.00,0
8.221.138.111:100,1755152243,0.00,0
8.221.138.111:100,1755152243,0.00,1
8.221.138.111:100,1755152243,0.00,1
8.221.138.111:100,1755152243,0.00,1
8.221.138.111:100,1755152243,0.00,1
156.244.0.116:4444,1755152243,0.00,0
8.211.42.167:3128,1755152243,0.00,0
8.211.42.167:3128,1755152243,0.00,0
39.102.210.176:2022,1755152243,0.00,0
47.122.62.83:8443,1755152243,0.00,0
39.102.208.23:8081,1755152243,0.00,0
120.26.52.35:8899,1755152243,0.00,0
8.213.137.155:636,1755152243,0.00,0
39.102.213.50:80,1755152243,0.00,0
47.121.182.36:8008,1755152243,0.00,0
179.42.6.24:3128,1755152243,0.00,0
47.254.36.213:999,1755152243,0.00,0
39.102.213.213:3128,1755152243,0.00,0
47.122.5.165:4006,1755152243,0.00,0
47.251.87.199:45,1755152243,0.00,0
47.251.87.199:45,1755152243,0.00,0
47.251.74.38:8888,1755152243,0.00,0
47.251.74.38:8888,1755152243,0.00,1
47.116.126.57:8081,1755152243,0.00,0
121.43.146.222:6666,1755152243,0.00,0
39.101.65.228:7890,1755152243,0.00,0
39.101.65.228:7890,1755152243,0.00,0
39.101.65.228:7890,1755152243,0.00,0
36.37.180.40:8080,1755152243,0.00,0
47.122.61.139:8080,1755152243,0.00,0
47.122.61.139:8080,1755152243,0.00,0
47.122.61.139:8080,1755152243,0.00,0
47.122.61.139:8080,1755152243,0.00,0
47.122.61.139:8080,1755152243,0.00,0
47.122.61.139:8080,1755152243,0.00,0
47.90.149.238:3129,1755152243,0.00,0
156.244.0.116:20,1755152243,0.00,0
156.244.0.116:20,1755152243,0.00,0
156.244.0.116:20,1755152243,0.00,1
156.244.0.116:20,1755152243,0.00,1
156.244.0.116:20,1755152243,0.00,0
47.251.73.54:80,1755152243,0.00,0
47.251.73.54:80,1755152243,0.00,1
47.251.73.54:80,1755152243,0.00,0
8.137.62.53:9080,1755152243,0.00,0
8.137.62.53:9080,1755152243,0.00,0
8.137.62.53:9080,1755152243,0.00,0
8.137.62.53:9080,1755152243,0.00,0
8.137.62.53:9080,1755152243,0.00,0
8.137.62.53:9080,1755152243,0.00,0
8.137.62.53:9080,1755152243,0.00,0
8.220.136.174:20002,1755152243,0.00,0
8.220.136.174:20002,1755152243,0.00,1
8.221.138.111:4002,1755152243,0.00,0
8.210.17.35:9080,1755152243,0.00,0
47.105.122.72:3128,1755152243,0.00,0
38.224.223.246:999,1755152243,0.00,0
117.54.114.100:80,1755152243,0.00,0
117.54.114.100:80,1755152243,0.00,0
154.205.147.234:1081,1755152243,0.00,0
114.215.127.92:8081,1755152243,0.00,0
39.102.208.149:8080,1755152243,0.00,0
39.102.208.149:8080,1755152243,0.00,0
47.119.19.221:80,1755152243,0.00,0
47.250.51.110:8081,1755152243,0.00,0
47.250.51.110:8081,1755152243,0.00,0
47.251.87.74:3129,1755152243,0.00,0
47.251.87.74:3129,1755152243,0.00,1
47.251.87.74:3129,1755152243,0.00,0
39.102.208.149:5060,1755152243,0.00,0
8.220.204.215:9200,1755152243,0.00,0
8.213.137.155:1081,1755152243,0.00,0
39.102.210.222:1111,1755152243,0.00,0
8.137.38.48:4000,1755152243,0.00,0
39.102.213.187:10000,1755152243,0.00,0
47.105.122.72:808,1755152243,0.00,0
106.14.91.83:9098,1755152243,0.00,0
47.119.20.8:9080,1755152243,0.00,0
47.119.20.8:9080,1755152243,0.00,0
39.104.16.201:8443,1755152243,0.00,0
39.104.16.201:8443,1755152243,0.00,0
39.104.16.201:8443,1755152243,0.00,0
39.104.16.201:8443,1755152243,0.00,0
39.104.16.201:8443,1755152243,0.00,0
39.104.16.201:8443,1755152243,0.00,0
47.104.28.135:3128,1755152243,0.00,0
47.74.46.81:4002,1755152243,0.00,0
39.104.59.56:3128,1755152243,0.00,0
47.237.113.119:4145,1755152243,0.00,0
39.102.214.152:8443,1755152243,0.00,0
120.26.104.146:8080,1755152243,0.00,0
120.26.104.146:8080,1755152243,0.00,0
120.26.104.146:8080,1755152243,0.00,0
120.26.104.146:8080,1755152243,0.00,0
120.26.104.146:8080,1755152243,0.00,0
120.26.104.146:8080,1755152243,0.00,0
47.119.20.8:8081,1755152243,0.00,0
8.221.139.222:666,1755152243,0.00,0
47.121.182.36:80,1755152243,0.00,0
47.121.182.36:80,1755152243,0.00,0
114.215.127.92:9080,1755152243,0.00,0
114.215.127.92:9080,1755152243,0.00,0
47.92.194.235:8008,1755152243,0.00,0
8.211.49.86:3128,1755152243,0.00,0
8.211.49.86:3128,1755152243,0.00,0
39.102.208.23:9080,1755152243,0.00,0
47.237.92.86:8081,1755152243,0.00,0
47.237.92.86:10,1755152243,0.00,0
47.91.121.127:80,1755152243,0.00,0
39.104.57.33:9080,1755152243,0.00,0
39.104.16.201:8081,1755152243,0.00,0
8.212.168.170:8443,1755152243,0.00,0
39.102.213.3:3128,1755152243,0.00,0
39.102.213.3:3128,1755152243,0.00,0
39.102.213.3:3128,1755152243,0.00,0
47.122.60.157:3128,1755152243,0.00,0
47.122.60.157:10000,1755152243,0.00,0
8.220.141.8:13,1755152243,0.00,0
